folder,param1,param2,csv_name,c_val,d_val,Total_NLL,NLL_CO2,NLL_SST
0.2_-5_-36,-5,-36,CHEES_-22_5300.csv,-22,5300,5.29357406647437,5.21141821687767,0.082155849596702
0.2_-6_-35,-6,-35,CHEES_-22_5300.csv,-22,5300,5.29439704640706,5.21534165438606,0.0790553920209935
0.2_-26_-56,-26,-56,CHEES_-35_5400.csv,-35,5400,5.29474666062322,5.21698397484976,0.0777626857734544
0.2_-7_-34,-7,-34,CHEES_-22_5300.csv,-22,5300,5.29579540935264,5.21190799307021,0.0838874162824334
0.2_-8_-34,-8,-34,CHEES_-22_5200.csv,-22,5200,5.29658095998695,5.22682479736832,0.069756162618624
0.2_-10_-32,-10,-32,CHEES_-22_5400.csv,-22,5400,5.29787155026948,5.20661958773204,0.0912519625374357
0.2_-5_-35,-5,-35,CHEES_-22_5300.csv,-22,5300,5.29942200243891,5.21273183767794,0.0866901647609692
0.2_-28_-52,-28,-52,CHEES_-35_5300.csv,-35,5300,5.3004654335578,5.20859142067919,0.0918740128786131
0.2_-6_-34,-6,-34,CHEES_-22_5300.csv,-22,5300,5.30148552531748,5.21303128018878,0.0884542451287013
0.2_-26_-58,-26,-58,CHEES_-35_5400.csv,-35,5400,5.30413652480611,5.21959358846983,0.0845429363362756
0.2_-5_-34,-5,-34,CHEES_-22_5300.csv,-22,5300,5.30604257988797,5.21829437049608,0.0877482093918896
0.2_-30_-48,-30,-48,CHEES_-35_5400.csv,-35,5400,5.30932632983234,5.22850381879311,0.0808225110392321
0.2_-8_-32,-8,-32,CHEES_-22_5200.csv,-22,5200,5.31006811587632,5.23305102989454,0.0770170859817758
0.2_-7_-32,-7,-32,CHEES_-22_5300.csv,-22,5300,5.31220916399761,5.21531297121465,0.0968961927829591
0.2_-28_-54,-28,-54,CHEES_-35_5300.csv,-35,5300,5.31234852957647,5.21190202271446,0.100446506862012
0.2_-26_-60,-26,-60,CHEES_-35_5300.csv,-35,5300,5.31539160756339,5.21242058592402,0.102971021639364
0.2_-6_-32,-6,-32,CHEES_-22_5300.csv,-22,5300,5.31766736895708,5.22220950245812,0.0954578664989578
0.2_-30_-50,-30,-50,CHEES_-35_5500.csv,-35,5500,5.32223102941854,5.22115118417067,0.10107984524787
0.2_-5_-32,-5,-32,CHEES_-22_5300.csv,-22,5300,5.32354754352437,5.22136232104852,0.10218522247585
0.2_-28_-56,-28,-56,CHEES_-35_5300.csv,-35,5300,5.32619802954461,5.21398359143126,0.11221443811335
0.2_-28_-58,-28,-58,CHEES_-35_5400.csv,-35,5400,5.33892512260189,5.22846129797918,0.11046382462271
0.2_-30_-52,-30,-52,CHEES_-35_5400.csv,-35,5400,5.34596881253996,5.236512029594,0.109456782945963
0.2_-28_-60,-28,-60,CHEES_-35_5400.csv,-35,5400,5.35528047007614,5.24210193005588,0.113178540020252
0.2_-30_-54,-30,-54,CHEES_-35_5400.csv,-35,5400,5.36544749638687,5.2418422404917,0.123605255895169
0.2_-30_-56,-30,-56,CHEES_-35_5500.csv,-35,5500,5.38195832054865,5.24357625686693,0.138382063681717
0.2_-30_-58,-30,-58,CHEES_-35_5500.csv,-35,5500,5.40000712507925,5.24435684830194,0.155650276777311
0.2_-30_-60,-30,-60,CHEES_-35_5400.csv,-35,5400,5.42064049054988,5.23483030913721,0.185810181412674
