folder,param1,param2,csv_name,c,d,Best_Mu,P_at_BestMu,Delta_at_BestMu
0.8_-6_-52,-6,-52,CHEES_-35_5600.csv,-35,5600,1.17965080793411,2.73346009343701,2.60238778144433
0.8_-10_-52,-10,-52,CHEES_-35_5700.csv,-35,5700,1.17985065416264,2.68085543281761,2.54976091568843
0.8_-5_-52,-5,-52,CHEES_-35_5600.csv,-35,5600,1.18003579966854,2.72759897654895,2.59648388769689
0.8_-30_-52,-30,-52,CHEES_-35_5600.csv,-35,5600,1.18144505816088,2.74171971123032,2.61044803810134
0.8_-7_-52,-7,-52,CHEES_-35_5700.csv,-35,5700,1.18168039030575,2.6837679677725,2.55247014662742
0.8_-24_-54,-24,-54,CHEES_-35_5700.csv,-35,5700,1.18801135212062,2.64870253867451,2.51670127732777
0.8_-22_-54,-22,-54,CHEES_-35_5700.csv,-35,5700,1.1882843457183,2.66554082653603,2.53350923256733
0.8_-20_-54,-20,-54,CHEES_-35_5700.csv,-35,5700,1.18870950320887,2.64016725343293,2.50808841974306
0.8_-26_-54,-26,-54,CHEES_-35_5700.csv,-35,5700,1.18918347998157,2.64428334614239,2.51215184836666
0.8_-18_-54,-18,-54,CHEES_-35_5600.csv,-35,5600,1.18943445047446,2.68151189444185,2.5493525110558
0.8_-16_-54,-16,-54,CHEES_-35_5600.csv,-35,5600,1.19002999773112,2.6833931299444,2.55116757464094
0.8_-14_-54,-14,-54,CHEES_-35_5600.csv,-35,5600,1.1911352972168,2.68343351880157,2.55108515244415
0.8_-28_-54,-28,-54,CHEES_-35_5700.csv,-35,5700,1.19253831428394,2.64862880900674,2.51612455186408
0.8_-10_-54,-10,-54,CHEES_-35_5600.csv,-35,5600,1.19374903477198,2.68618777769364,2.55354899605231
0.8_-12_-54,-12,-54,CHEES_-35_5700.csv,-35,5700,1.19380510541296,2.64363819415578,2.51099318244323
0.8_-8_-54,-8,-54,CHEES_-35_5600.csv,-35,5600,1.19474492033033,2.68832133147442,2.55557189588217
0.8_-7_-54,-7,-54,CHEES_-35_5600.csv,-35,5600,1.1951780353087,2.68798941646308,2.55519185698434
0.8_-6_-54,-6,-54,CHEES_-35_5600.csv,-35,5600,1.19662404171703,2.69947290232217,2.56651467546472
0.8_-5_-54,-5,-54,CHEES_-35_5600.csv,-35,5600,1.19724343703649,2.69873399929617,2.56570695073656
0.8_-30_-54,-30,-54,CHEES_-35_5800.csv,-35,5800,1.20122904297953,2.62509921497524,2.49162932131085
0.8_-20_-56,-20,-56,CHEES_-35_5700.csv,-35,5700,1.20571007991576,2.62054818743785,2.48658040078054
0.8_-22_-56,-22,-56,CHEES_-35_5700.csv,-35,5700,1.20594835177596,2.62342438120311,2.48943011989467
0.8_-24_-56,-24,-56,CHEES_-35_5700.csv,-35,5700,1.20627652650807,2.61219641119861,2.47816568603105
